gouvernorat,variable,n,biais,mae,sigma,mae_sur_sigma
Ariana,dew_point_2m,1872,0.5920776071139855,1.4367016976556184,3.9019548700421103,0.3682004906530642
Ariana,relative_humidity_2m,1872,5.729991915925627,7.532740501212611,19.430115338178943,0.38768377696715234
Ariana,wind_gusts_10m,1872,-1.0765561843168958,4.702586903799515,12.116661079792863,0.38810913937686103
Ariana,cloud_cover,1872,9.00485044462409,15.470493128536782,35.955118357725894,0.4302723460570265
Ariana,cloud_cover_mid,1872,5.724333063864187,7.719482619240097,17.826695846358277,0.43302935584762725
Ariana,wind_speed_100m,1872,1.861519805982215,3.293856103476152,7.206816963613656,0.4570472817759118
Ariana,wind_speed_10m,1872,-0.3014551333872271,2.416410670978173,4.752639401001595,0.5084355170032312
Ariana,cloud_cover_low,1872,6.732417138237672,6.926434923201294,7.47079873644414,0.9271344561074408
Ariana,snowfall,1872,0.0,0.0,0.0,
Beja,soil_temperature_7_to_28cm,1872,0.0,0.0,4.638387498685509,0.0
Beja,soil_temperature_28_to_100cm,1872,0.0,0.0,3.808669756719598,0.0
Beja,soil_moisture_28_to_100cm,1872,0.0,0.0,0.03237588036334278,0.0
Beja,soil_moisture_7_to_28cm,1872,0.0,0.0,0.03157461214419077,0.0
Beja,soil_moisture_0_to_7cm,1872,0.0,0.0,0.03038886464511452,0.0
Beja,soil_temperature_0_to_7cm,1872,0.0,0.0,6.717912510053917,0.0
Beja,terrestrial_radiation,1872,-5.399289752236872e-16,0.1832264957264956,496.5479144163191,0.0003690006349978818
Beja,shortwave_radiation,1872,3.402586903799515,19.11317704122878,345.07369473935347,0.05538868170077597
Beja,rain,1872,-0.0069523039611964444,0.0069523039611964444,0.10491446897483372,0.06626639803956995
Beja,pressure_msl,1872,-0.22716248989490584,0.3597413096200464,4.0017399139832746,0.0898962244805073
Beja,et0_fao_evapotranspiration,1872,0.01929668552950687,0.02898140662894098,0.2624235058971467,0.11043754076016288
Beja,direct_radiation,1872,7.165723524656427,31.059013742926435,272.4413084277875,0.11400258617961692
Beja,precipitation,1872,0.003637833468067906,0.013823767178658046,0.10491446897483372,0.13176225656705187
Beja,direct_normal_irradiance,1872,12.760145513338724,45.858286176232816,320.0880564212715,0.1432677204171536
Beja,apparent_temperature,1872,0.6233629749393694,1.001050929668553,6.884069880729311,0.14541556768196257
Beja,temperature_2m,1872,0.8214227970897332,1.0021827000808405,6.651337731237425,0.15067385548236067
Beja,diffuse_radiation,1872,-3.763136620856912,13.792239288601456,89.98873922307384,0.15326627984432317
Beja,vapour_pressure_deficit,1872,0.21709781729991917,0.29181083265966046,1.4226962847180602,0.20511112300928616
Beja,relative_humidity_2m,1872,-2.316895715440582,4.7178658043654,21.53812366402111,0.219047205687953
Beja,cloud_cover_high,1872,0.4688763136620857,8.811641067097817,35.586125020043646,0.2476145144247855
Beja,cloud_cover_low,1872,2.7437348423605497,3.1608730800323364,11.108322326716712,0.2845499965759993
Beja,dew_point_2m,1872,-0.07696038803556991,1.2478577202910266,3.458718603398982,0.3607861359593466
Beja,wind_direction_100m,1872,-9.684721099434114,39.993532740501216,109.85183783519544,0.36406794395648867
Beja,wind_gusts_10m,1872,-0.0736459175424414,4.703556992724333,12.293492692291787,0.38260542471168807
Beja,cloud_cover,1872,7.812449474535166,14.203718674211803,36.781981359854036,0.38615969420599394
Beja,wind_direction_10m,1872,-5.5165723524656425,47.772029102667744,120.3266785747901,0.3970194280146661
Beja,wind_speed_10m,1872,1.475343573160873,2.7584478577202907,5.76734869576312,0.47828699168939365
Beja,wind_speed_100m,1872,1.5081649151172192,3.9395311236863377,7.837720868440375,0.5026373342216592
Beja,cloud_cover_mid,1872,8.268391269199677,10.627324171382377,19.195997368326616,0.553621881034296
Beja,surface_pressure,1872,8.285448666127728,8.285448666127728,3.8441681246506634,2.1553294230284643
Beja,snowfall,1872,0.0,0.0,0.0,
Ben Arous,soil_temperature_7_to_28cm,1872,0.0,0.0,4.218897644019796,0.0
Ben Arous,soil_temperature_28_to_100cm,1872,0.0,0.0,3.498066276559089,0.0
Ben Arous,soil_moisture_28_to_100cm,1872,0.0,0.0,0.024089790517774705,0.0
Ben Arous,soil_moisture_7_to_28cm,1872,0.0,0.0,0.02929402255911446,0.0
Ben Arous,soil_moisture_0_to_7cm,1872,0.0,0.0,0.024364716185736605,0.0
Ben Arous,soil_temperature_0_to_7cm,1872,0.0,0.0,6.364415467043442,0.0
Ben Arous,terrestrial_radiation,1872,0.00042735042735161005,0.18782051282051174,496.5438446073162,0.00037825564622404414
Ben Arous,shortwave_radiation,1872,0.24090541632983023,13.946645109135003,347.0917744923217,0.0401814336555058
Ben Arous,pressure_msl,1872,-0.20412287793047576,0.29967663702505637,3.9497260789549835,0.07587276460051241
Ben Arous,et0_fao_evapotranspiration,1872,-0.00715440582053355,0.022061438965238482,0.25582489809423825,0.08623648100550287
Ben Arous,direct_radiation,1872,1.1657235246564268,24.470493128536784,274.76635841751823,0.08905927665042936
Ben Arous,rain,1872,-0.014227970897332253,0.01681487469684721,0.18430275064238144,0.09123507184911507
Ben Arous,precipitation,1872,-0.013177041228779303,0.017542441390460788,0.18430275064238144,0.09518274322720176
Ben Arous,surface_pressure,1872,-0.33427647534357113,0.3769603880355677,3.939683271390209,0.09568291714540506
Ben Arous,direct_normal_irradiance,1872,1.486095392077606,35.68221503637834,321.243810009523,0.11107518316172559
Ben Arous,diffuse_radiation,1872,-0.9248181083265966,12.284559417946646,85.78316541525037,0.14320478101362671
Ben Arous,apparent_temperature,1872,0.19741309620048506,0.9372675828617624,6.133345436203304,0.15281506522188562
